ano,mes,sigla_uf,tipo_consumo,consumo,data
2017,4,PI,Outros,63384,2017-04-01
2017,4,PI,Total,257715,2017-04-01
2017,4,PI,Industrial,15087,2017-04-01
2017,4,PI,Cativo,254565,2017-04-01
2017,4,PI,Residencial,121620,2017-04-01
2017,4,RN,Industrial,97917,2017-04-01
2017,4,RN,Outros,87568,2017-04-01
2017,4,RN,Comercial,96059,2017-04-01
2017,4,RN,Cativo,390363,2017-04-01
2017,4,RN,Total,466269,2017-04-01
2017,4,RN,Residencial,184725,2017-04-01
2017,4,SE,Industrial,109157,2017-04-01
2017,4,SE,Residencial,97783,2017-04-01
2017,4,SE,Outros,61050,2017-04-01
2017,4,SE,Comercial,52264,2017-04-01
2017,4,SE,Total,320254,2017-04-01
2017,4,SE,Cativo,229178,2017-04-01
2017,5,AL,Total,401121,2017-05-01
2017,5,AL,Cativo,385423,2017-05-01
2017,5,AL,Outros,71443,2017-05-01
2017,5,AL,Residencial,129529,2017-05-01
2017,5,AL,Comercial,64815,2017-05-01
2017,5,AL,Industrial,135334,2017-05-01
2017,5,BA,Cativo,1720229,2017-05-01
2017,5,BA,Industrial,735097,2017-05-01
2017,5,BA,Total,2065445,2017-05-01
2017,5,BA,Outros,418264,2017-05-01
2017,5,BA,Comercial,316804,2017-05-01
2017,5,BA,Residencial,595280,2017-05-01
2017,5,CE,Industrial,196578,2017-05-01
2017,5,CE,Residencial,346356,2017-05-01
2017,5,CE,Outros,216310,2017-05-01
2017,5,CE,Comercial,188684,2017-05-01
2017,5,CE,Cativo,785553,2017-05-01
2017,5,CE,Total,947928,2017-05-01
2017,5,MA,Total,543473,2017-05-01
2017,5,MA,Comercial,100145,2017-05-01
2017,5,MA,Outros,105095,2017-05-01
2017,5,MA,Industrial,85462,2017-05-01
2017,5,MA,Residencial,252771,2017-05-01
2017,5,MA,Cativo,468461,2017-05-01
2017,5,PB,Cativo,351785,2017-05-01
2017,5,PB,Total,435732,2017-05-01
2017,5,PB,Industrial,110896,2017-05-01
2017,5,PB,Outros,84462,2017-05-01
2017,5,PB,Residencial,161151,2017-05-01
2017,5,PB,Comercial,79223,2017-05-01
2017,5,PE,Industrial,303252,2017-05-01
2017,5,PE,Total,1197707,2017-05-01
2017,5,PE,Cativo,932686,2017-05-01
2017,5,PE,Outros,229096,2017-05-01
2017,5,PE,Comercial,244806,2017-05-01
2017,5,PE,Residencial,420552,2017-05-01
2017,5,PI,Outros,69707,2017-05-01
2017,5,PI,Cativo,284490,2017-05-01
2017,5,PI,Residencial,136472,2017-05-01
2017,5,PI,Industrial,17857,2017-05-01
2017,5,PI,Comercial,64405,2017-05-01
2017,5,PI,Total,288441,2017-05-01
2017,5,RN,Residencial,184213,2017-05-01
2017,5,RN,Total,480071,2017-05-01
2017,5,RN,Comercial,94573,2017-05-01
2017,5,RN,Industrial,109931,2017-05-01
2017,5,RN,Outros,91354,2017-05-01
2017,5,RN,Cativo,392263,2017-05-01
2017,5,SE,Comercial,50796,2017-05-01
2017,5,SE,Cativo,223005,2017-05-01
2017,5,SE,Outros,57531,2017-05-01
2017,5,SE,Industrial,108598,2017-05-01
2017,5,SE,Total,312519,2017-05-01
2017,5,SE,Residencial,95594,2017-05-01
2017,6,AL,Cativo,358630,2017-06-01
2017,6,AL,Outros,68044,2017-06-01
2017,6,AL,Residencial,111926,2017-06-01
2017,6,AL,Industrial,163041,2017-06-01
2017,6,AL,Total,400813,2017-06-01
2017,6,AL,Comercial,57802,2017-06-01
2017,6,BA,Cativo,1669968,2017-06-01
2017,6,BA,Outros,418346,2017-06-01
2017,6,BA,Comercial,302298,2017-06-01
2017,6,BA,Total,2039101,2017-06-01
2017,6,BA,Residencial,567245,2017-06-01
2017,6,BA,Industrial,751212,2017-06-01
2017,6,CE,Cativo,795092,2017-06-01
2017,6,CE,Outros,222825,2017-06-01
2017,6,CE,Total,960183,2017-06-01
2017,6,CE,Comercial,192188,2017-06-01
2017,6,CE,Residencial,342770,2017-06-01
2017,6,CE,Industrial,202400,2017-06-01
2017,6,MA,Comercial,105151,2017-06-01
2017,6,MA,Outros,108721,2017-06-01
2017,6,MA,Total,558638,2017-06-01
2017,6,MA,Industrial,83872,2017-06-01
2017,6,MA,Residencial,260894,2017-06-01
2017,6,MA,Cativo,483752,2017-06-01
2017,6,PB,Comercial,75512,2017-06-01
2017,6,PB,Cativo,337752,2017-06-01
2017,6,PB,Total,435713,2017-06-01
2017,6,PB,Residencial,154683,2017-06-01
2017,6,PB,Outros,81741,2017-06-01
2017,6,PB,Industrial,123777,2017-06-01
2017,6,PE,Cativo,896049,2017-06-01
2017,6,PE,Comercial,237840,2017-06-01
2017,6,PE,Outros,206617,2017-06-01
2017,6,PE,Total,1144438,2017-06-01
2017,6,PE,Industrial,301686,2017-06-01
2017,6,PE,Residencial,398294,2017-06-01
2017,6,PI,Total,289846,2017-06-01
2017,6,PI,Comercial,65816,2017-06-01
2017,6,PI,Cativo,284710,2017-06-01
2017,6,PI,Outros,69833,2017-06-01
2017,6,PI,Residencial,138191,2017-06-01
2017,6,PI,Industrial,16006,2017-06-01
2017,6,RN,Comercial,92688,2017-06-01
2017,6,RN,Residencial,178512,2017-06-01
2017,6,RN,Industrial,103182,2017-06-01
2017,6,RN,Outros,95020,2017-06-01
2017,6,RN,Cativo,384319,2017-06-01
2017,6,RN,Total,469402,2017-06-01
2017,6,SE,Comercial,47705,2017-06-01
2017,6,SE,Residencial,89177,2017-06-01
2017,6,SE,Outros,53617,2017-06-01
2017,6,SE,Industrial,103223,2017-06-01
2017,6,SE,Cativo,209785,2017-06-01
2017,6,SE,Total,293722,2017-06-01
2017,7,AL,Comercial,55784,2017-07-01
2017,7,AL,Outros,52888,2017-07-01
2017,7,AL,Cativo,346138,2017-07-01
2017,7,AL,Residencial,108990,2017-07-01
2017,7,AL,Industrial,174791,2017-07-01
2017,7,AL,Total,392453,2017-07-01
2017,7,BA,Cativo,1566678,2017-07-01
2017,7,BA,Total,1977196,2017-07-01
2017,7,BA,Outros,393848,2017-07-01
2017,7,BA,Industrial,798558,2017-07-01
2017,7,BA,Residencial,513190,2017-07-01
2017,7,BA,Comercial,271600,2017-07-01
2017,7,CE,Cativo,775878,2017-07-01
2017,7,CE,Comercial,184886,2017-07-01
2017,7,CE,Residencial,335692,2017-07-01
2017,7,CE,Total,940416,2017-07-01
2017,7,CE,Outros,216576,2017-07-01
2017,7,CE,Industrial,203262,2017-07-01
2017,7,MA,Outros,110196,2017-07-01
2017,7,MA,Comercial,100731,2017-07-01
2017,7,MA,Industrial,87784,2017-07-01
2017,7,MA,Residencial,258316,2017-07-01
2017,7,MA,Total,557027,2017-07-01
2017,7,MA,Cativo,479063,2017-07-01
2017,7,PB,Total,410456,2017-07-01
2017,7,PB,Industrial,124298,2017-07-01
2017,7,PB,Outros,77410,2017-07-01
2017,7,PB,Comercial,69229,2017-07-01
2017,7,PB,Residencial,139519,2017-07-01
2017,7,PB,Cativo,312723,2017-07-01
2017,7,PE,Total,1104780,2017-07-01
2017,7,PE,Cativo,844878,2017-07-01
2017,7,PE,Outros,202883,2017-07-01
2017,7,PE,Comercial,221418,2017-07-01
2017,7,PE,Residencial,358191,2017-07-01
2017,7,PE,Industrial,322288,2017-07-01
2017,7,PI,Industrial,17634,2017-07-01
2017,7,PI,Residencial,130458,2017-07-01
2017,7,PI,Comercial,60973,2017-07-01
2017,7,PI,Cativo,272473,2017-07-01
2017,7,PI,Total,276474,2017-07-01
2017,7,PI,Outros,67409,2017-07-01
2017,7,RN,Comercial,84605,2017-07-01
2017,7,RN,Outros,90344,2017-07-01
2017,7,RN,Residencial,160492,2017-07-01
2017,7,RN,Cativo,354167,2017-07-01
2017,7,RN,Total,439747,2017-07-01
2017,7,RN,Industrial,104306,2017-07-01
2017,7,SE,Comercial,43462,2017-07-01
2017,7,SE,Outros,52439,2017-07-01
2017,7,SE,Industrial,107210,2017-07-01
2017,7,SE,Residencial,80317,2017-07-01
2017,7,SE,Total,283428,2017-07-01
2017,7,SE,Cativo,195359,2017-07-01
2017,8,AL,Cativo,328476,2017-08-01
2017,8,AL,Residencial,110181,2017-08-01
2017,8,AL,Industrial,174973,2017-08-01
2017,8,AL,Total,414223,2017-08-01
2017,8,AL,Comercial,59315,2017-08-01
2017,8,AL,Outros,69754,2017-08-01
2017,8,BA,Outros,399544,2017-08-01
2017,8,BA,Cativo,1584738,2017-08-01
2017,8,BA,Residencial,514989,2017-08-01
2017,8,BA,Industrial,785648,2017-08-01
2017,8,BA,Comercial,280681,2017-08-01
2017,8,BA,Total,1980862,2017-08-01
2017,8,CE,Comercial,187686,2017-08-01
2017,8,CE,Outros,226761,2017-08-01
2017,8,CE,Residencial,334574,2017-08-01
2017,8,CE,Industrial,211126,2017-08-01
2017,8,CE,Cativo,790514,2017-08-01
2017,8,CE,Total,960147,2017-08-01
2017,8,MA,Total,599099,2017-08-01
2017,8,MA,Industrial,104862,2017-08-01
2017,8,MA,Residencial,269359,2017-08-01
2017,8,MA,Comercial,106974,2017-08-01
2017,8,MA,Cativo,504417,2017-08-01
2017,8,MA,Outros,117904,2017-08-01
2017,8,PB,Total,422984,2017-08-01
2017,8,PB,Residencial,144640,2017-08-01
2017,8,PB,Outros,83440,2017-08-01
2017,8,PB,Industrial,122234,2017-08-01
2017,8,PB,Comercial,72670,2017-08-01
2017,8,PB,Cativo,326243,2017-08-01
2017,8,PE,Residencial,353214,2017-08-01
2017,8,PE,Total,1101480,2017-08-01
2017,8,PE,Outros,200964,2017-08-01
2017,8,PE,Industrial,326863,2017-08-01
2017,8,PE,Comercial,220438,2017-08-01
2017,8,PE,Cativo,837463,2017-08-01
2017,8,PI,Comercial,65807,2017-08-01
2017,8,PI,Outros,71721,2017-08-01
2017,8,PI,Residencial,140058,2017-08-01
2017,8,PI,Total,295424,2017-08-01
2017,8,PI,Cativo,286571,2017-08-01
2017,8,PI,Industrial,17838,2017-08-01
2017,8,RN,Industrial,103369,2017-08-01
2017,8,RN,Outros,95731,2017-08-01
2017,8,RN,Residencial,160426,2017-08-01
2017,8,RN,Total,447785,2017-08-01
2017,8,RN,Cativo,363847,2017-08-01
2017,8,RN,Comercial,88259,2017-08-01
2017,8,SE,Comercial,45637,2017-08-01
2017,8,SE,Cativo,203783,2017-08-01
2017,8,SE,Total,281724,2017-08-01
2017,8,SE,Outros,55088,2017-08-01
2017,8,SE,Industrial,98327,2017-08-01
2017,8,SE,Residencial,82672,2017-08-01
2017,9,AL,Outros,60772,2017-09-01
2017,9,AL,Cativo,323475,2017-09-01
2017,9,AL,Comercial,56537,2017-09-01
2017,9,AL,Industrial,168636,2017-09-01
2017,9,AL,Total,388209,2017-09-01
2017,9,AL,Residencial,102264,2017-09-01
2017,9,BA,Outros,402712,2017-09-01
2017,9,BA,Cativo,1566247,2017-09-01
2017,9,BA,Comercial,284287,2017-09-01
2017,9,BA,Industrial,711079,2017-09-01
2017,9,BA,Total,1928948,2017-09-01
2017,9,BA,Residencial,530870,2017-09-01
2017,9,CE,Cativo,818028,2017-09-01
2017,9,CE,Outros,239521,2017-09-01
2017,9,CE,Industrial,203310,2017-09-01
2017,9,CE,Total,981978,2017-09-01
2017,9,CE,Comercial,190149,2017-09-01
2017,9,CE,Residencial,348998,2017-09-01
2017,9,MA,Industrial,103711,2017-09-01
2017,9,MA,Cativo,531305,2017-09-01
2017,9,MA,Total,624533,2017-09-01
2017,9,MA,Residencial,287176,2017-09-01
2017,9,MA,Outros,122014,2017-09-01
2017,9,MA,Comercial,111632,2017-09-01
2017,9,PB,Outros,78181,2017-09-01
2017,9,PB,Comercial,72301,2017-09-01
2017,9,PB,Residencial,142354,2017-09-01
2017,9,PB,Cativo,317076,2017-09-01
2017,9,PB,Industrial,121461,2017-09-01
2017,9,PB,Total,414297,2017-09-01
2017,9,PE,Outros,212544,2017-09-01
2017,9,PE,Comercial,224888,2017-09-01
2017,9,PE,Industrial,317333,2017-09-01
2017,9,PE,Total,1121227,2017-09-01
2017,9,PE,Cativo,859674,2017-09-01
2017,9,PE,Residencial,366461,2017-09-01
2017,9,PI,Total,316318,2017-09-01
2017,9,PI,Comercial,69247,2017-09-01
2017,9,PI,Residencial,153206,2017-09-01
2017,9,PI,Outros,76036,2017-09-01
2017,9,PI,Industrial,17829,2017-09-01
2017,9,PI,Cativo,309790,2017-09-01
2017,9,RN,Outros,105450,2017-09-01
2017,9,RN,Total,462042,2017-09-01
2017,9,RN,Cativo,383252,2017-09-01
2017,9,RN,Comercial,89818,2017-09-01
2017,9,RN,Industrial,98592,2017-09-01
2017,9,RN,Residencial,168182,2017-09-01
2017,9,SE,Residencial,78387,2017-09-01
2017,9,SE,Cativo,193668,2017-09-01
2017,9,SE,Industrial,91689,2017-09-01
2017,9,SE,Total,266855,2017-09-01
2017,9,SE,Comercial,44288,2017-09-01
2017,9,SE,Outros,52491,2017-09-01
2017,10,AL,Outros,69889,2017-10-01
2017,10,AL,Total,419759,2017-10-01
2017,10,AL,Residencial,115655,2017-10-01
2017,10,AL,Industrial,169889,2017-10-01
2017,10,AL,Comercial,64326,2017-10-01
2017,10,AL,Cativo,357064,2017-10-01
2017,10,BA,Total,2104313,2017-10-01
2017,10,BA,Outros,443162,2017-10-01
2017,10,BA,Industrial,788898,2017-10-01
2017,10,BA,Residencial,564216,2017-10-01
2017,10,BA,Comercial,308037,2017-10-01
2017,10,BA,Cativo,1705343,2017-10-01
2017,10,CE,Outros,246515,2017-10-01
2017,10,CE,Industrial,210596,2017-10-01
2017,10,CE,Cativo,823222,2017-10-01
2017,10,CE,Comercial,193675,2017-10-01
2017,10,CE,Total,993947,2017-10-01
2017,10,CE,Residencial,343161,2017-10-01
2017,10,MA,Industrial,96227,2017-10-01
2017,10,MA,Total,642634,2017-10-01
2017,10,MA,Residencial,301677,2017-10-01
2017,10,MA,Outros,129978,2017-10-01
2017,10,MA,Comercial,114752,2017-10-01
2017,10,MA,Cativo,556150,2017-10-01
2017,10,PB,Industrial,126306,2017-10-01
2017,10,PB,Cativo,339565,2017-10-01
2017,10,PB,Outros,91254,2017-10-01
2017,10,PB,Total,442214,2017-10-01
2017,10,PB,Comercial,75805,2017-10-01
2017,10,PB,Residencial,148849,2017-10-01
2017,10,PE,Residencial,391652,2017-10-01
2017,10,PE,Outros,221886,2017-10-01
2017,10,PE,Total,1171953,2017-10-01
2017,10,PE,Cativo,910323,2017-10-01
2017,10,PE,Industrial,317919,2017-10-01
2017,10,PE,Comercial,240495,2017-10-01
2017,10,PI,Total,322286,2017-10-01
2017,10,PI,Cativo,315473,2017-10-01
2017,10,PI,Outros,73853,2017-10-01
2017,10,PI,Industrial,19103,2017-10-01
2017,10,PI,Residencial,157899,2017-10-01
2017,10,PI,Comercial,71431,2017-10-01
2017,10,RN,Total,476251,2017-10-01
2017,10,RN,Outros,110830,2017-10-01
2017,10,RN,Residencial,172515,2017-10-01
2017,10,RN,Industrial,99558,2017-10-01
2017,10,RN,Comercial,93348,2017-10-01
2017,10,RN,Cativo,396149,2017-10-01
2017,10,SE,Cativo,208678,2017-10-01
2017,10,SE,Comercial,47464,2017-10-01
2017,10,SE,Total,297473,2017-10-01
2017,10,SE,Industrial,109507,2017-10-01
2017,10,SE,Outros,58016,2017-10-01
2017,10,SE,Residencial,82486,2017-10-01
2017,11,AL,Outros,70606,2017-11-01
2017,11,AL,Comercial,65133,2017-11-01
2017,11,AL,Residencial,118458,2017-11-01
2017,11,AL,Cativo,357502,2017-11-01
2017,11,AL,Industrial,170451,2017-11-01
2017,11,AL,Total,424648,2017-11-01
2017,11,BA,Outros,404491,2017-11-01
2017,11,BA,Cativo,1691431,2017-11-01
2017,11,BA,Total,2050618,2017-11-01
2017,11,BA,Residencial,587768,2017-11-01
2017,11,BA,Comercial,321840,2017-11-01
2017,11,BA,Industrial,736519,2017-11-01
2017,11,CE,Cativo,846334,2017-11-01
2017,11,CE,Industrial,209994,2017-11-01
2017,11,CE,Outros,246913,2017-11-01
2017,11,CE,Total,1014667,2017-11-01
2017,11,CE,Residencial,356409,2017-11-01
2017,11,CE,Comercial,201351,2017-11-01
2017,11,MA,Cativo,541062,2017-11-01
2017,11,MA,Total,634157,2017-11-01
2017,11,MA,Residencial,297139,2017-11-01
2017,11,MA,Outros,122707,2017-11-01
2017,11,MA,Comercial,111576,2017-11-01
2017,11,MA,Industrial,102735,2017-11-01
2017,11,PB,Residencial,160024,2017-11-01
2017,11,PB,Comercial,80456,2017-11-01
2017,11,PB,Outros,94920,2017-11-01
2017,11,PB,Total,456772,2017-11-01
2017,11,PB,Cativo,360006,2017-11-01
2017,11,PB,Industrial,121372,2017-11-01
2017,11,PE,Residencial,413285,2017-11-01
2017,11,PE,Industrial,308790,2017-11-01
2017,11,PE,Comercial,249095,2017-11-01
2017,11,PE,Total,1199843,2017-11-01
2017,11,PE,Outros,228672,2017-11-01
2017,11,PE,Cativo,946653,2017-11-01
2017,11,PI,Industrial,18845,2017-11-01
2017,11,PI,Total,329139,2017-11-01
2017,11,PI,Cativo,322571,2017-11-01
2017,11,PI,Outros,78325,2017-11-01
2017,11,PI,Comercial,71071,2017-11-01
2017,11,PI,Residencial,160898,2017-11-01
2017,11,RN,Industrial,98933,2017-11-01
2017,11,RN,Residencial,172592,2017-11-01
2017,11,RN,Cativo,396116,2017-11-01
2017,11,RN,Comercial,94167,2017-11-01
2017,11,RN,Total,475865,2017-11-01
2017,11,RN,Outros,110173,2017-11-01
2017,11,SE,Cativo,223733,2017-11-01
2017,11,SE,Total,319739,2017-11-01
2017,11,SE,Comercial,51029,2017-11-01
2017,11,SE,Industrial,115118,2017-11-01
2017,11,SE,Outros,62391,2017-11-01
2017,11,SE,Residencial,91201,2017-11-01
2017,12,AL,Industrial,178767,2017-12-01
2017,12,AL,Total,429615,2017-12-01
2017,12,AL,Outros,60828,2017-12-01
2017,12,AL,Comercial,67350,2017-12-01
2017,12,AL,Residencial,122670,2017-12-01
2017,12,AL,Cativo,356112,2017-12-01
2017,12,BA,Residencial,602290,2017-12-01
2017,12,BA,Comercial,333920,2017-12-01
2017,12,BA,Cativo,1701547,2017-12-01
2017,12,BA,Industrial,733056,2017-12-01
2017,12,BA,Outros,384815,2017-12-01
2017,12,BA,Total,2054081,2017-12-01
2017,12,CE,Industrial,179619,2017-12-01
2017,12,CE,Residencial,350585,2017-12-01
2017,12,CE,Comercial,196053,2017-12-01
2017,12,CE,Total,971779,2017-12-01
2017,12,CE,Outros,245522,2017-12-01
2017,12,CE,Cativo,829763,2017-12-01
2017,12,MA,Outros,116072,2017-12-01
2017,12,MA,Industrial,114825,2017-12-01
2017,12,MA,Cativo,520134,2017-12-01
2017,12,MA,Residencial,286075,2017-12-01
2017,12,MA,Total,627180,2017-12-01
2017,12,MA,Comercial,110208,2017-12-01
2017,12,PB,Industrial,123535,2017-12-01
2017,12,PB,Total,454409,2017-12-01
2017,12,PB,Cativo,353500,2017-12-01
2017,12,PB,Comercial,80686,2017-12-01
2017,12,PB,Residencial,155427,2017-12-01
2017,12,PB,Outros,94761,2017-12-01
2017,12,PE,Comercial,264528,2017-12-01
2017,12,PE,Cativo,989183,2017-12-01
2017,12,PE,Industrial,300668,2017-12-01
2017,12,PE,Residencial,436147,2017-12-01
2017,12,PE,Total,1238883,2017-12-01
2017,12,PE,Outros,237540,2017-12-01
2017,12,PI,Residencial,149871,2017-12-01
2017,12,PI,Comercial,68458,2017-12-01
2017,12,PI,Industrial,17011,2017-12-01
2017,12,PI,Outros,69824,2017-12-01
2017,12,PI,Total,305164,2017-12-01
2017,12,PI,Cativo,298498,2017-12-01
2017,12,RN,Outros,114141,2017-12-01
2017,12,RN,Cativo,417221,2017-12-01
2017,12,RN,Industrial,99370,2017-12-01
2017,12,RN,Total,498469,2017-12-01
2017,12,RN,Residencial,186046,2017-12-01
2017,12,RN,Comercial,98912,2017-12-01
2017,12,SE,Outros,65844,2017-12-01
2017,12,SE,Residencial,89843,2017-12-01
2017,12,SE,Total,323097,2017-12-01
2017,12,SE,Industrial,116097,2017-12-01
2017,12,SE,Cativo,226507,2017-12-01
2017,12,SE,Comercial,51313,2017-12-01
2018,1,AL,Total,363862,2018-01-01
2018,1,AL,Residencial,130166,2018-01-01
2018,1,AL,Cativo,294642,2018-01-01
2018,1,AL,Industrial,84388,2018-01-01
2018,1,AL,Outros,79919,2018-01-01
2018,1,AL,Comercial,69388,2018-01-01
2018,1,BA,Industrial,776684,2018-01-01
2018,1,BA,Total,2094036,2018-01-01
2018,1,BA,Outros,399833,2018-01-01
2018,1,BA,Cativo,1379251,2018-01-01
2018,1,BA,Comercial,322877,2018-01-01
2018,1,BA,Residencial,594641,2018-01-01
2018,1,CE,Comercial,163426,2018-01-01
2018,1,CE,Outros,227166,2018-01-01
2018,1,CE,Residencial,361744,2018-01-01
2018,1,CE,Total,929186,2018-01-01
2018,1,CE,Cativo,805792,2018-01-01
2018,1,CE,Industrial,176848,2018-01-01
2018,1,MA,Residencial,264548,2018-01-01
2018,1,MA,Comercial,99705,2018-01-01
2018,1,MA,Total,565404,2018-01-01
2018,1,MA,Outros,103799,2018-01-01
2018,1,MA,Cativo,473606,2018-01-01
2018,1,MA,Industrial,97350,2018-01-01
2018,1,PB,Residencial,165402,2018-01-01
2018,1,PB,Cativo,371828,2018-01-01
2018,1,PB,Comercial,81586,2018-01-01
2018,1,PB,Outros,101848,2018-01-01
2018,1,PB,Total,476007,2018-01-01
2018,1,PB,Industrial,127169,2018-01-01
2018,1,PE,Outros,215361,2018-01-01
2018,1,PE,Industrial,294201,2018-01-01
2018,1,PE,Residencial,417317,2018-01-01
2018,1,PE,Comercial,240950,2018-01-01
2018,1,PE,Cativo,898234,2018-01-01
2018,1,PE,Total,1167829,2018-01-01
2018,1,PI,Industrial,17250,2018-01-01
2018,1,PI,Comercial,64738,2018-01-01
2018,1,PI,Cativo,281582,2018-01-01
2018,1,PI,Outros,64352,2018-01-01
2018,1,PI,Residencial,141598,2018-01-01
2018,1,PI,Total,287938,2018-01-01
2018,1,RN,Cativo,407293,2018-01-01
2018,1,RN,Industrial,102655,2018-01-01
2018,1,RN,Outros,106043,2018-01-01
2018,1,RN,Residencial,189806,2018-01-01
2018,1,RN,Comercial,97944,2018-01-01
2018,1,RN,Total,496448,2018-01-01
2018,1,SE,Residencial,96681,2018-01-01
2018,1,SE,Total,334457,2018-01-01
2018,1,SE,Industrial,117788,2018-01-01
2018,1,SE,Comercial,53537,2018-01-01
2018,1,SE,Outros,66450,2018-01-01
2018,1,SE,Cativo,236026,2018-01-01
2018,2,AL,Industrial,46350,2018-02-01
2018,2,AL,Total,304520,2018-02-01
2018,2,AL,Comercial,67088,2018-02-01
2018,2,AL,Residencial,117847,2018-02-01
2018,2,AL,Cativo,271390,2018-02-01
2018,2,AL,Outros,73234,2018-02-01
2018,2,BA,Outros,360908,2018-02-01
2018,2,BA,Comercial,323907,2018-02-01
2018,2,BA,Industrial,714266,2018-02-01
2018,2,BA,Total,2000892,2018-02-01
2018,2,BA,Residencial,601810,2018-02-01
2018,2,BA,Cativo,1357690,2018-02-01
2018,2,CE,Residencial,342051,2018-02-01
2018,2,CE,Cativo,757847,2018-02-01
2018,2,CE,Outros,207777,2018-02-01
2018,2,CE,Industrial,182040,2018-02-01
2018,2,CE,Total,887547,2018-02-01
2018,2,CE,Comercial,155677,2018-02-01
2018,2,MA,Outros,96258,2018-02-01
2018,2,MA,Industrial,83105,2018-02-01
2018,2,MA,Comercial,93182,2018-02-01
2018,2,MA,Residencial,247329,2018-02-01
2018,2,MA,Total,519875,2018-02-01
2018,2,MA,Cativo,443646,2018-02-01
2018,2,PB,Outros,90465,2018-02-01
2018,2,PB,Residencial,160109,2018-02-01
2018,2,PB,Total,442042,2018-02-01
2018,2,PB,Comercial,78208,2018-02-01
2018,2,PB,Industrial,113259,2018-02-01
2018,2,PB,Cativo,350003,2018-02-01
2018,2,PE,Total,1159521,2018-02-01
2018,2,PE,Industrial,289426,2018-02-01
2018,2,PE,Comercial,243437,2018-02-01
2018,2,PE,Cativo,903171,2018-02-01
2018,2,PE,Residencial,417595,2018-02-01
2018,2,PE,Outros,209063,2018-02-01
2018,2,PI,Residencial,131985,2018-02-01
2018,2,PI,Comercial,59565,2018-02-01
2018,2,PI,Outros,55487,2018-02-01
2018,2,PI,Total,261118,2018-02-01
2018,2,PI,Industrial,14081,2018-02-01
2018,2,PI,Cativo,257024,2018-02-01
2018,2,RN,Comercial,93873,2018-02-01
2018,2,RN,Residencial,182431,2018-02-01
2018,2,RN,Industrial,93681,2018-02-01
2018,2,RN,Outros,91641,2018-02-01
2018,2,RN,Total,461626,2018-02-01
2018,2,RN,Cativo,380164,2018-02-01
2018,2,SE,Residencial,97330,2018-02-01
2018,2,SE,Outros,61532,2018-02-01
2018,2,SE,Comercial,52718,2018-02-01
2018,2,SE,Industrial,103537,2018-02-01
2018,2,SE,Cativo,230803,2018-02-01
2018,2,SE,Total,315118,2018-02-01
2018,3,AL,Total,322656,2018-03-01
2018,3,AL,Comercial,62451,2018-03-01
2018,3,AL,Cativo,276471,2018-03-01
2018,3,AL,Outros,72995,2018-03-01
2018,3,AL,Industrial,62440,2018-03-01
2018,3,AL,Residencial,124769,2018-03-01
2018,3,BA,Residencial,602874,2018-03-01
2018,3,BA,Cativo,1353161,2018-03-01
2018,3,BA,Industrial,780357,2018-03-01
2018,3,BA,Total,2075772,2018-03-01
2018,3,BA,Outros,360307,2018-03-01
2018,3,BA,Comercial,332232,2018-03-01
2018,3,CE,Total,891237,2018-03-01
2018,3,CE,Residencial,339846,2018-03-01
2018,3,CE,Cativo,756792,2018-03-01
2018,3,CE,Comercial,155272,2018-03-01
2018,3,CE,Industrial,188265,2018-03-01
2018,3,CE,Outros,207853,2018-03-01
2018,3,MA,Total,559924,2018-03-01
2018,3,MA,Cativo,458514,2018-03-01
2018,3,MA,Outros,104875,2018-03-01
2018,3,MA,Residencial,251610,2018-03-01
2018,3,MA,Industrial,105009,2018-03-01
2018,3,MA,Comercial,98428,2018-03-01
2018,3,PB,Outros,90865,2018-03-01
2018,3,PB,Industrial,118565,2018-03-01
2018,3,PB,Cativo,363087,2018-03-01
2018,3,PB,Total,458712,2018-03-01
2018,3,PB,Comercial,83307,2018-03-01
2018,3,PB,Residencial,165974,2018-03-01
2018,3,PE,Outros,204393,2018-03-01
2018,3,PE,Residencial,427645,2018-03-01
2018,3,PE,Total,1190835,2018-03-01
2018,3,PE,Cativo,917755,2018-03-01
2018,3,PE,Industrial,306509,2018-03-01
2018,3,PE,Comercial,252288,2018-03-01
2018,3,PI,Residencial,133095,2018-03-01
2018,3,PI,Industrial,15799,2018-03-01
2018,3,PI,Cativo,266101,2018-03-01
2018,3,PI,Outros,60130,2018-03-01
2018,3,PI,Total,272640,2018-03-01
2018,3,PI,Comercial,63616,2018-03-01
2018,3,RN,Residencial,189900,2018-03-01
2018,3,RN,Industrial,99666,2018-03-01
2018,3,RN,Comercial,97977,2018-03-01
2018,3,RN,Outros,94718,2018-03-01
2018,3,RN,Total,482261,2018-03-01
2018,3,RN,Cativo,396799,2018-03-01
2018,3,SE,Total,327619,2018-03-01
2018,3,SE,Comercial,56002,2018-03-01
2018,3,SE,Residencial,100099,2018-03-01
2018,3,SE,Outros,64478,2018-03-01
2018,3,SE,Industrial,107038,2018-03-01
2018,3,SE,Cativo,238437,2018-03-01
2018,4,AL,Industrial,153171,2018-04-01
2018,4,AL,Comercial,64250,2018-04-01
2018,4,AL,Cativo,272842,2018-04-01
2018,4,AL,Outros,68374,2018-04-01
2018,4,AL,Residencial,125360,2018-04-01
2018,4,AL,Total,411156,2018-04-01
2018,4,BA,Cativo,1406702,2018-04-01
2018,4,BA,Comercial,333089,2018-04-01
