ano,mes,regiao,tipo_consumo,consumo,data
2016,6,Sudeste,Industrial,7395682,2016-06-01
2016,6,Sudeste,Outros,2567880,2016-06-01
2016,6,Sudeste,Residencial,5076992,2016-06-01
2016,6,Sudeste,Total,18651588,2016-06-01
2016,6,Sul,Cativo,5063065,2016-06-01
2016,6,Sul,Comercial,1082493,2016-06-01
2016,6,Sul,Industrial,2622059,2016-06-01
2016,6,Sul,Outros,1256196,2016-06-01
2016,6,Sul,Residencial,1683387,2016-06-01
2016,6,Sul,Total,6644135,2016-06-01
2016,7,Centro-Oeste,Cativo,2347153,2016-07-01
2016,7,Centro-Oeste,Comercial,548693,2016-07-01
2016,7,Centro-Oeste,Industrial,763185,2016-07-01
2016,7,Centro-Oeste,Outros,684056,2016-07-01
2016,7,Centro-Oeste,Residencial,840346,2016-07-01
2016,7,Centro-Oeste,Total,2836280,2016-07-01
2016,7,Nordeste,Cativo,5416927,2016-07-01
2016,7,Nordeste,Comercial,1109719,2016-07-01
2016,7,Nordeste,Industrial,1994339,2016-07-01
2016,7,Nordeste,Outros,1258624,2016-07-01
2016,7,Nordeste,Residencial,2100992,2016-07-01
2016,7,Nordeste,Total,6463674,2016-07-01
2016,7,Norte,Cativo,1874320,2016-07-01
2016,7,Norte,Comercial,421191,2016-07-01
2016,7,Norte,Industrial,1287561,2016-07-01
2016,7,Norte,Outros,395126,2016-07-01
2016,7,Norte,Residencial,796979,2016-07-01
2016,7,Norte,Total,2900857,2016-07-01
2016,7,Sudeste,Cativo,12072947,2016-07-01
2016,7,Sudeste,Comercial,3507200,2016-07-01
2016,7,Sudeste,Industrial,7423662,2016-07-01
2016,7,Sudeste,Outros,2520644,2016-07-01
2016,7,Sudeste,Residencial,4937481,2016-07-01
2016,7,Sudeste,Total,18388987,2016-07-01
2016,7,Sul,Cativo,5016691,2016-07-01
2016,7,Sul,Comercial,1099260,2016-07-01
2016,7,Sul,Industrial,2613429,2016-07-01
2016,7,Sul,Outros,1247928,2016-07-01
2016,7,Sul,Residencial,1704822,2016-07-01
2016,7,Sul,Total,6665439,2016-07-01
2016,8,Centro-Oeste,Cativo,2388786,2016-08-01
2016,8,Centro-Oeste,Comercial,565417,2016-08-01
2016,8,Centro-Oeste,Industrial,796910,2016-08-01
2016,8,Centro-Oeste,Outros,704073,2016-08-01
2016,8,Centro-Oeste,Residencial,854555,2016-08-01
2016,8,Centro-Oeste,Total,2920955,2016-08-01
2016,8,Nordeste,Cativo,5500915,2016-08-01
2016,8,Nordeste,Comercial,1144042,2016-08-01
2016,8,Nordeste,Industrial,1958852,2016-08-01
2016,8,Nordeste,Outros,1301124,2016-08-01
2016,8,Nordeste,Residencial,2114946,2016-08-01
2016,8,Nordeste,Total,6518965,2016-08-01
2016,8,Norte,Cativo,1912094,2016-08-01
2016,8,Norte,Comercial,420317,2016-08-01
2016,8,Norte,Industrial,1264582,2016-08-01
2016,8,Norte,Outros,425619,2016-08-01
2016,8,Norte,Residencial,822097,2016-08-01
2016,8,Norte,Total,2932615,2016-08-01
2016,8,Sudeste,Cativo,12136638,2016-08-01
2016,8,Sudeste,Comercial,3524375,2016-08-01
2016,8,Sudeste,Industrial,7569354,2016-08-01
2016,8,Sudeste,Outros,2620217,2016-08-01
2016,8,Sudeste,Residencial,4997655,2016-08-01
2016,8,Sudeste,Total,18711601,2016-08-01
2016,8,Sul,Cativo,4857835,2016-08-01
2016,8,Sul,Comercial,1095412,2016-08-01
2016,8,Sul,Industrial,2645533,2016-08-01
2016,8,Sul,Outros,1230332,2016-08-01
2016,8,Sul,Residencial,1638519,2016-08-01
2016,8,Sul,Total,6609796,2016-08-01
2016,9,Centro-Oeste,Cativo,2466625,2016-09-01
2016,9,Centro-Oeste,Comercial,592166,2016-09-01
2016,9,Centro-Oeste,Industrial,744367,2016-09-01
2016,9,Centro-Oeste,Outros,698631,2016-09-01
2016,9,Centro-Oeste,Residencial,939832,2016-09-01
2016,9,Centro-Oeste,Total,2974996,2016-09-01
2016,9,Nordeste,Cativo,5617323,2016-09-01
2016,9,Nordeste,Comercial,1176506,2016-09-01
2016,9,Nordeste,Industrial,1887278,2016-09-01
2016,9,Nordeste,Outros,1365899,2016-09-01
2016,9,Nordeste,Residencial,2194120,2016-09-01
2016,9,Nordeste,Total,6623803,2016-09-01
2016,9,Norte,Cativo,1875467,2016-09-01
2016,9,Norte,Comercial,422149,2016-09-01
2016,9,Norte,Industrial,1266014,2016-09-01
2016,9,Norte,Outros,400519,2016-09-01
2016,9,Norte,Residencial,830479,2016-09-01
2016,9,Norte,Total,2919161,2016-09-01
2016,9,Sudeste,Cativo,12630049,2016-09-01
2016,9,Sudeste,Comercial,3706102,2016-09-01
2016,9,Sudeste,Industrial,7540403,2016-09-01
2016,9,Sudeste,Outros,2693487,2016-09-01
2016,9,Sudeste,Residencial,5299383,2016-09-01
2016,9,Sudeste,Total,19239375,2016-09-01
2016,9,Sul,Cativo,4805143,2016-09-01
2016,9,Sul,Comercial,1101469,2016-09-01
2016,9,Sul,Industrial,2620122,2016-09-01
2016,9,Sul,Outros,1239875,2016-09-01
2016,9,Sul,Residencial,1626257,2016-09-01
2016,9,Sul,Total,6587723,2016-09-01
2016,10,Centro-Oeste,Cativo,2429544,2016-10-01
2016,10,Centro-Oeste,Comercial,605408,2016-10-01
2016,10,Centro-Oeste,Industrial,761756,2016-10-01
2016,10,Centro-Oeste,Outros,674748,2016-10-01
2016,10,Centro-Oeste,Residencial,928149,2016-10-01
2016,10,Centro-Oeste,Total,2970061,2016-10-01
2016,10,Nordeste,Cativo,5670850,2016-10-01
2016,10,Nordeste,Comercial,1202077,2016-10-01
2016,10,Nordeste,Industrial,1896152,2016-10-01
2016,10,Nordeste,Outros,1363089,2016-10-01
2016,10,Nordeste,Residencial,2219979,2016-10-01
2016,10,Nordeste,Total,6681298,2016-10-01
2016,10,Norte,Cativo,1884732,2016-10-01
2016,10,Norte,Comercial,425284,2016-10-01
2016,10,Norte,Industrial,1285887,2016-10-01
2016,10,Norte,Outros,406799,2016-10-01
2016,10,Norte,Residencial,828560,2016-10-01
2016,10,Norte,Total,2946530,2016-10-01
2016,10,Sudeste,Cativo,12499352,2016-10-01
2016,10,Sudeste,Comercial,3698574,2016-10-01
2016,10,Sudeste,Industrial,7456991,2016-10-01
2016,10,Sudeste,Outros,2709246,2016-10-01
2016,10,Sudeste,Residencial,5282756,2016-10-01
2016,10,Sudeste,Total,19147567,2016-10-01
2016,10,Sul,Cativo,4666122,2016-10-01
2016,10,Sul,Comercial,1099866,2016-10-01
2016,10,Sul,Industrial,2536799,2016-10-01
2016,10,Sul,Outros,1219599,2016-10-01
2016,10,Sul,Residencial,1596120,2016-10-01
2016,10,Sul,Total,6452384,2016-10-01
2016,11,Centro-Oeste,Cativo,2387021,2016-11-01
2016,11,Centro-Oeste,Comercial,600328,2016-11-01
2016,11,Centro-Oeste,Industrial,720873,2016-11-01
2016,11,Centro-Oeste,Outros,654421,2016-11-01
2016,11,Centro-Oeste,Residencial,954610,2016-11-01
2016,11,Centro-Oeste,Total,2930232,2016-11-01
2016,11,Nordeste,Cativo,5793465,2016-11-01
2016,11,Nordeste,Comercial,1236229,2016-11-01
2016,11,Nordeste,Industrial,1885328,2016-11-01
2016,11,Nordeste,Outros,1386682,2016-11-01
2016,11,Nordeste,Residencial,2310009,2016-11-01
2016,11,Nordeste,Total,6818248,2016-11-01
2016,11,Norte,Cativo,1881663,2016-11-01
2016,11,Norte,Comercial,418111,2016-11-01
2016,11,Norte,Industrial,1278865,2016-11-01
2016,11,Norte,Outros,422701,2016-11-01
2016,11,Norte,Residencial,834314,2016-11-01
2016,11,Norte,Total,2953991,2016-11-01
2016,11,Sudeste,Cativo,12614270,2016-11-01
2016,11,Sudeste,Comercial,3902049,2016-11-01
2016,11,Sudeste,Industrial,7434144,2016-11-01
2016,11,Sudeste,Outros,2618097,2016-11-01
2016,11,Sudeste,Residencial,5407188,2016-11-01
2016,11,Sudeste,Total,19361478,2016-11-01
2016,11,Sul,Cativo,4814559,2016-11-01
2016,11,Sul,Comercial,1178434,2016-11-01
2016,11,Sul,Industrial,2598047,2016-11-01
2016,11,Sul,Outros,1285982,2016-11-01
2016,11,Sul,Residencial,1627834,2016-11-01
2016,11,Sul,Total,6690297,2016-11-01
2016,12,Centro-Oeste,Cativo,2274165,2016-12-01
2016,12,Centro-Oeste,Comercial,594544,2016-12-01
2016,12,Centro-Oeste,Industrial,705768,2016-12-01
2016,12,Centro-Oeste,Outros,594563,2016-12-01
2016,12,Centro-Oeste,Residencial,911754,2016-12-01
2016,12,Centro-Oeste,Total,2806629,2016-12-01
2016,12,Nordeste,Cativo,5865707,2016-12-01
2016,12,Nordeste,Comercial,1269711,2016-12-01
2016,12,Nordeste,Industrial,1846957,2016-12-01
2016,12,Nordeste,Outros,1362285,2016-12-01
2016,12,Nordeste,Residencial,2385414,2016-12-01
2016,12,Nordeste,Total,6864367,2016-12-01
2016,12,Norte,Cativo,1790651,2016-12-01
2016,12,Norte,Comercial,390239,2016-12-01
2016,12,Norte,Industrial,1255955,2016-12-01
2016,12,Norte,Outros,424320,2016-12-01
2016,12,Norte,Residencial,826045,2016-12-01
2016,12,Norte,Total,2896559,2016-12-01
2016,12,Sudeste,Cativo,12696888,2016-12-01
2016,12,Sudeste,Comercial,4015309,2016-12-01
2016,12,Sudeste,Industrial,7170265,2016-12-01
2016,12,Sudeste,Outros,2539266,2016-12-01
2016,12,Sudeste,Residencial,5543528,2016-12-01
2016,12,Sudeste,Total,19268368,2016-12-01
2016,12,Sul,Cativo,5035320,2016-12-01
2016,12,Sul,Comercial,1256083,2016-12-01
2016,12,Sul,Industrial,2550281,2016-12-01
2016,12,Sul,Outros,1448185,2016-12-01
2016,12,Sul,Residencial,1690320,2016-12-01
2016,12,Sul,Total,6944869,2016-12-01
2017,1,Centro-Oeste,Cativo,2315319,2017-01-01
2017,1,Centro-Oeste,Comercial,602590,2017-01-01
2017,1,Centro-Oeste,Industrial,718014,2017-01-01
2017,1,Centro-Oeste,Outros,636912,2017-01-01
2017,1,Centro-Oeste,Residencial,943733,2017-01-01
2017,1,Centro-Oeste,Total,2901249,2017-01-01
2017,1,Nordeste,Cativo,5562133,2017-01-01
2017,1,Nordeste,Comercial,1191037,2017-01-01
2017,1,Nordeste,Industrial,1866306,2017-01-01
2017,1,Nordeste,Outros,1373881,2017-01-01
2017,1,Nordeste,Residencial,2274880,2017-01-01
2017,1,Nordeste,Total,6706104,2017-01-01
2017,1,Norte,Cativo,1637195,2017-01-01
2017,1,Norte,Comercial,380583,2017-01-01
2017,1,Norte,Industrial,1267995,2017-01-01
2017,1,Norte,Outros,373096,2017-01-01
2017,1,Norte,Residencial,746531,2017-01-01
2017,1,Norte,Total,2768205,2017-01-01
2017,1,Sudeste,Cativo,12979863,2017-01-01
2017,1,Sudeste,Comercial,4219888,2017-01-01
2017,1,Sudeste,Industrial,6924322,2017-01-01
2017,1,Sudeste,Outros,2607626,2017-01-01
2017,1,Sudeste,Residencial,5934320,2017-01-01
2017,1,Sudeste,Total,19686156,2017-01-01
2017,1,Sul,Cativo,5383593,2017-01-01
2017,1,Sul,Comercial,1384355,2017-01-01
2017,1,Sul,Industrial,2378484,2017-01-01
2017,1,Sul,Outros,1538436,2017-01-01
2017,1,Sul,Residencial,2006171,2017-01-01
2017,1,Sul,Total,7307446,2017-01-01
2017,2,Centro-Oeste,Cativo,2279682,2017-02-01
2017,2,Centro-Oeste,Comercial,620443,2017-02-01
2017,2,Centro-Oeste,Industrial,687037,2017-02-01
2017,2,Centro-Oeste,Outros,631904,2017-02-01
2017,2,Centro-Oeste,Residencial,898287,2017-02-01
2017,2,Centro-Oeste,Total,2837672,2017-02-01
2017,2,Nordeste,Cativo,5305038,2017-02-01
2017,2,Nordeste,Comercial,1165026,2017-02-01
2017,2,Nordeste,Industrial,1725745,2017-02-01
2017,2,Nordeste,Outros,1235078,2017-02-01
2017,2,Nordeste,Residencial,2215583,2017-02-01
2017,2,Nordeste,Total,6341433,2017-02-01
2017,2,Norte,Cativo,1538603,2017-02-01
2017,2,Norte,Comercial,358759,2017-02-01
2017,2,Norte,Industrial,1145929,2017-02-01
2017,2,Norte,Outros,369817,2017-02-01
2017,2,Norte,Residencial,678124,2017-02-01
2017,2,Norte,Total,2552629,2017-02-01
2017,2,Sudeste,Cativo,12661334,2017-02-01
2017,2,Sudeste,Comercial,4152985,2017-02-01
2017,2,Sudeste,Industrial,7267814,2017-02-01
2017,2,Sudeste,Outros,2533586,2017-02-01
2017,2,Sudeste,Residencial,5629521,2017-02-01
2017,2,Sudeste,Total,19583906,2017-02-01
2017,2,Sul,Cativo,5443174,2017-02-01
2017,2,Sul,Comercial,1386440,2017-02-01
2017,2,Sul,Industrial,2629958,2017-02-01
2017,2,Sul,Outros,1556194,2017-02-01
2017,2,Sul,Residencial,1948153,2017-02-01
2017,2,Sul,Total,7520745,2017-02-01
2017,3,Centro-Oeste,Cativo,2306951,2017-03-01
2017,3,Centro-Oeste,Comercial,621080,2017-03-01
2017,3,Centro-Oeste,Industrial,753130,2017-03-01
2017,3,Centro-Oeste,Outros,608668,2017-03-01
2017,3,Centro-Oeste,Residencial,960387,2017-03-01
2017,3,Centro-Oeste,Total,2943265,2017-03-01
2017,3,Nordeste,Cativo,5557583,2017-03-01
2017,3,Nordeste,Comercial,1219738,2017-03-01
2017,3,Nordeste,Industrial,1938394,2017-03-01
2017,3,Nordeste,Outros,1294996,2017-03-01
2017,3,Nordeste,Residencial,2335888,2017-03-01
2017,3,Nordeste,Total,6789017,2017-03-01
2017,3,Norte,Cativo,1625862,2017-03-01
2017,3,Norte,Comercial,390712,2017-03-01
2017,3,Norte,Industrial,1277627,2017-03-01
2017,3,Norte,Outros,402037,2017-03-01
2017,3,Norte,Residencial,725088,2017-03-01
2017,3,Norte,Total,2795464,2017-03-01
2017,3,Sudeste,Cativo,13338019,2017-03-01
2017,3,Sudeste,Comercial,4276384,2017-03-01
2017,3,Sudeste,Industrial,7183811,2017-03-01
2017,3,Sudeste,Outros,2670502,2017-03-01
2017,3,Sudeste,Residencial,6041993,2017-03-01
2017,3,Sudeste,Total,20172690,2017-03-01
2017,3,Sul,Cativo,5613724,2017-03-01
2017,3,Sul,Comercial,1456678,2017-03-01
2017,3,Sul,Industrial,2741177,2017-03-01
2017,3,Sul,Outros,1561703,2017-03-01
2017,3,Sul,Residencial,2085597,2017-03-01
2017,3,Sul,Total,7845155,2017-03-01
2017,4,Centro-Oeste,Cativo,2401666,2017-04-01
2017,4,Centro-Oeste,Comercial,645209,2017-04-01
2017,4,Centro-Oeste,Industrial,732499,2017-04-01
2017,4,Centro-Oeste,Outros,649360,2017-04-01
2017,4,Centro-Oeste,Residencial,967545,2017-04-01
2017,4,Centro-Oeste,Total,2994614,2017-04-01
2017,4,Nordeste,Cativo,5445118,2017-04-01
2017,4,Nordeste,Comercial,1208650,2017-04-01
2017,4,Nordeste,Industrial,1785893,2017-04-01
2017,4,Nordeste,Outros,1285720,2017-04-01
2017,4,Nordeste,Residencial,2281067,2017-04-01
2017,4,Nordeste,Total,6561330,2017-04-01
2017,4,Norte,Cativo,1615394,2017-04-01
2017,4,Norte,Comercial,388390,2017-04-01
2017,4,Norte,Industrial,1215167,2017-04-01
2017,4,Norte,Outros,392166,2017-04-01
2017,4,Norte,Residencial,725326,2017-04-01
2017,4,Norte,Total,2721049,2017-04-01
2017,4,Sudeste,Cativo,12573337,2017-04-01
2017,4,Sudeste,Comercial,4124395,2017-04-01
2017,4,Sudeste,Industrial,7630038,2017-04-01
2017,4,Sudeste,Outros,2691557,2017-04-01
2017,4,Sudeste,Residencial,5431606,2017-04-01
2017,4,Sudeste,Total,19877596,2017-04-01
2017,4,Sul,Cativo,5026342,2017-04-01
2017,4,Sul,Comercial,1330808,2017-04-01
2017,4,Sul,Industrial,2779694,2017-04-01
2017,4,Sul,Outros,1435401,2017-04-01
2017,4,Sul,Residencial,1729936,2017-04-01
2017,4,Sul,Total,7275839,2017-04-01
2017,5,Centro-Oeste,Cativo,2325898,2017-05-01
2017,5,Centro-Oeste,Comercial,597857,2017-05-01
2017,5,Centro-Oeste,Industrial,762787,2017-05-01
2017,5,Centro-Oeste,Outros,676136,2017-05-01
2017,5,Centro-Oeste,Residencial,934559,2017-05-01
2017,5,Centro-Oeste,Total,2971340,2017-05-01
2017,5,Nordeste,Cativo,5543895,2017-05-01
2017,5,Nordeste,Comercial,1204251,2017-05-01
2017,5,Nordeste,Industrial,1803005,2017-05-01
2017,5,Nordeste,Outros,1343262,2017-05-01
2017,5,Nordeste,Residencial,2321918,2017-05-01
2017,5,Nordeste,Total,6672437,2017-05-01
2017,5,Norte,Cativo,1747379,2017-05-01
2017,5,Norte,Comercial,420969,2017-05-01
2017,5,Norte,Industrial,1296350,2017-05-01
2017,5,Norte,Outros,425353,2017-05-01
2017,5,Norte,Residencial,791781,2017-05-01
2017,5,Norte,Total,2934453,2017-05-01
2017,5,Sudeste,Cativo,12073884,2017-05-01
2017,5,Sudeste,Comercial,3885942,2017-05-01
2017,5,Sudeste,Industrial,7100244,2017-05-01
2017,5,Sudeste,Outros,2608238,2017-05-01
2017,5,Sudeste,Residencial,5290835,2017-05-01
2017,5,Sudeste,Total,18885259,2017-05-01
2017,5,Sul,Cativo,4497556,2017-05-01
2017,5,Sul,Comercial,1139470,2017-05-01
2017,5,Sul,Industrial,2662653,2017-05-01
2017,5,Sul,Outros,1289107,2017-05-01
2017,5,Sul,Residencial,1599966,2017-05-01
2017,5,Sul,Total,6691196,2017-05-01
2017,6,Centro-Oeste,Cativo,2341571,2017-06-01
2017,6,Centro-Oeste,Comercial,596465,2017-06-01
2017,6,Centro-Oeste,Industrial,754035,2017-06-01
2017,6,Centro-Oeste,Outros,697287,2017-06-01
2017,6,Centro-Oeste,Residencial,918285,2017-06-01
2017,6,Centro-Oeste,Total,2966072,2017-06-01
2017,6,Nordeste,Cativo,5420057,2017-06-01
2017,6,Nordeste,Comercial,1177000,2017-06-01
2017,6,Nordeste,Industrial,1848399,2017-06-01
2017,6,Nordeste,Outros,1324764,2017-06-01
2017,6,Nordeste,Residencial,2241692,2017-06-01
2017,6,Nordeste,Total,6591856,2017-06-01
2017,6,Norte,Cativo,1747145,2017-06-01
2017,6,Norte,Comercial,416895,2017-06-01
2017,6,Norte,Industrial,1253966,2017-06-01
2017,6,Norte,Outros,414710,2017-06-01
2017,6,Norte,Residencial,806273,2017-06-01
2017,6,Norte,Total,2891844,2017-06-01
2017,6,Sudeste,Cativo,11745719,2017-06-01
2017,6,Sudeste,Comercial,3677308,2017-06-01
2017,6,Sudeste,Industrial,7426304,2017-06-01
2017,6,Sudeste,Outros,2616297,2017-06-01
2017,6,Sudeste,Residencial,5139605,2017-06-01
2017,6,Sudeste,Total,18859514,2017-06-01
2017,6,Sul,Cativo,4616999,2017-06-01
2017,6,Sul,Comercial,1142548,2017-06-01
2017,6,Sul,Industrial,2702524,2017-06-01
2017,6,Sul,Outros,1275047,2017-06-01
2017,6,Sul,Residencial,1684856,2017-06-01
2017,6,Sul,Total,6804975,2017-06-01
2017,7,Centro-Oeste,Cativo,2214770,2017-07-01
2017,7,Centro-Oeste,Comercial,549914,2017-07-01
2017,7,Centro-Oeste,Industrial,779707,2017-07-01
2017,7,Centro-Oeste,Outros,707847,2017-07-01
2017,7,Centro-Oeste,Residencial,835237,2017-07-01
2017,7,Centro-Oeste,Total,2872706,2017-07-01
2017,7,Nordeste,Cativo,5147357,2017-07-01
2017,7,Nordeste,Comercial,1092688,2017-07-01
2017,7,Nordeste,Industrial,1940131,2017-07-01
2017,7,Nordeste,Outros,1263993,2017-07-01
2017,7,Nordeste,Residencial,2085165,2017-07-01
2017,7,Nordeste,Total,6381977,2017-07-01
2017,7,Norte,Cativo,1673519,2017-07-01
2017,7,Norte,Comercial,405600,2017-07-01
2017,7,Norte,Industrial,1319608,2017-07-01
2017,7,Norte,Outros,389410,2017-07-01
2017,7,Norte,Residencial,767490,2017-07-01
2017,7,Norte,Total,2882108,2017-07-01
2017,7,Sudeste,Cativo,11399178,2017-07-01
2017,7,Sudeste,Comercial,3490184,2017-07-01
2017,7,Sudeste,Industrial,7396435,2017-07-01
2017,7,Sudeste,Outros,2544325,2017-07-01
2017,7,Sudeste,Residencial,5061387,2017-07-01
2017,7,Sudeste,Total,18492331,2017-07-01
2017,7,Sul,Cativo,4537035,2017-07-01
2017,7,Sul,Comercial,1117027,2017-07-01
2017,7,Sul,Industrial,2692240,2017-07-01
2017,7,Sul,Outros,1262421,2017-07-01
2017,7,Sul,Residencial,1679450,2017-07-01
2017,7,Sul,Total,6751138,2017-07-01
2017,8,Centro-Oeste,Cativo,2274618,2017-08-01
2017,8,Centro-Oeste,Comercial,569504,2017-08-01
2017,8,Centro-Oeste,Industrial,783367,2017-08-01
2017,8,Centro-Oeste,Outros,709295,2017-08-01
2017,8,Centro-Oeste,Residencial,876881,2017-08-01
2017,8,Centro-Oeste,Total,2939047,2017-08-01
2017,8,Nordeste,Cativo,5226052,2017-08-01
2017,8,Nordeste,Comercial,1127467,2017-08-01
2017,8,Nordeste,Industrial,1945240,2017-08-01
2017,8,Nordeste,Outros,1320907,2017-08-01
2017,8,Nordeste,Residencial,2110113,2017-08-01
2017,8,Nordeste,Total,6503728,2017-08-01
2017,8,Norte,Cativo,1838383,2017-08-01
2017,8,Norte,Comercial,437404,2017-08-01
2017,8,Norte,Industrial,1321958,2017-08-01
2017,8,Norte,Outros,433942,2017-08-01
2017,8,Norte,Residencial,847732,2017-08-01
2017,8,Norte,Total,3041036,2017-08-01
2017,8,Sudeste,Cativo,11334683,2017-08-01
2017,8,Sudeste,Comercial,3443507,2017-08-01
2017,8,Sudeste,Industrial,7451706,2017-08-01
2017,8,Sudeste,Outros,2632151,2017-08-01
2017,8,Sudeste,Residencial,4974452,2017-08-01
2017,8,Sudeste,Total,18501816,2017-08-01
2017,8,Sul,Cativo,4559361,2017-08-01
2017,8,Sul,Comercial,1140863,2017-08-01
2017,8,Sul,Industrial,2799596,2017-08-01
2017,8,Sul,Outros,1273569,2017-08-01
2017,8,Sul,Residencial,1666071,2017-08-01
2017,8,Sul,Total,6880099,2017-08-01
2017,9,Centro-Oeste,Cativo,2504682,2017-09-01
2017,9,Centro-Oeste,Comercial,628875,2017-09-01
2017,9,Centro-Oeste,Industrial,790809,2017-09-01
2017,9,Centro-Oeste,Outros,734133,2017-09-01
2017,9,Centro-Oeste,Residencial,1027419,2017-09-01
2017,9,Centro-Oeste,Total,3181236,2017-09-01
2017,9,Nordeste,Cativo,5302515,2017-09-01
2017,9,Nordeste,Comercial,1143147,2017-09-01
2017,9,Nordeste,Industrial,1833640,2017-09-01
2017,9,Nordeste,Outros,1349721,2017-09-01
2017,9,Nordeste,Residencial,2177898,2017-09-01
2017,9,Nordeste,Total,6504407,2017-09-01
2017,9,Norte,Cativo,1836732,2017-09-01
2017,9,Norte,Comercial,431453,2017-09-01
2017,9,Norte,Industrial,1251426,2017-09-01
2017,9,Norte,Outros,443977,2017-09-01
2017,9,Norte,Residencial,865723,2017-09-01
2017,9,Norte,Total,2992579,2017-09-01
2017,9,Sudeste,Cativo,12019222,2017-09-01
2017,9,Sudeste,Comercial,3723379,2017-09-01
2017,9,Sudeste,Industrial,7616036,2017-09-01
2017,9,Sudeste,Outros,2702817,2017-09-01
2017,9,Sudeste,Residencial,5307233,2017-09-01
2017,9,Sudeste,Total,19349465,2017-09-01
2017,9,Sul,Cativo,4669675,2017-09-01
2017,9,Sul,Comercial,1188087,2017-09-01
2017,9,Sul,Industrial,2782941,2017-09-01
2017,9,Sul,Outros,1291775,2017-09-01
2017,9,Sul,Residencial,1718434,2017-09-01
2017,9,Sul,Total,6981237,2017-09-01
2017,10,Centro-Oeste,Cativo,2423782,2017-10-01
2017,10,Centro-Oeste,Comercial,614601,2017-10-01
2017,10,Centro-Oeste,Industrial,780744,2017-10-01
2017,10,Centro-Oeste,Outros,713061,2017-10-01
2017,10,Centro-Oeste,Residencial,988992,2017-10-01
2017,10,Centro-Oeste,Total,3097398,2017-10-01
2017,10,Nordeste,Cativo,5611967,2017-10-01
2017,10,Nordeste,Comercial,1209333,2017-10-01
2017,10,Nordeste,Industrial,1938003,2017-10-01
2017,10,Nordeste,Outros,1445383,2017-10-01
2017,10,Nordeste,Residencial,2278110,2017-10-01
2017,10,Nordeste,Total,6870830,2017-10-01
2017,10,Norte,Cativo,1838826,2017-10-01
2017,10,Norte,Comercial,438035,2017-10-01
2017,10,Norte,Industrial,1314996,2017-10-01
2017,10,Norte,Outros,427126,2017-10-01
2017,10,Norte,Residencial,867252,2017-10-01
2017,10,Norte,Total,3047409,2017-10-01
2017,10,Sudeste,Cativo,12173134,2017-10-01
2017,10,Sudeste,Comercial,3852910,2017-10-01
2017,10,Sudeste,Industrial,7481015,2017-10-01
2017,10,Sudeste,Outros,2747066,2017-10-01
2017,10,Sudeste,Residencial,5361592,2017-10-01
2017,10,Sudeste,Total,19442583,2017-10-01
2017,10,Sul,Cativo,4611913,2017-10-01
2017,10,Sul,Comercial,1194519,2017-10-01
2017,10,Sul,Industrial,2708244,2017-10-01
2017,10,Sul,Outros,1296537,2017-10-01
2017,10,Sul,Residencial,1678750,2017-10-01
2017,10,Sul,Total,6878050,2017-10-01
2017,11,Centro-Oeste,Cativo,2451686,2017-11-01
2017,11,Centro-Oeste,Comercial,632604,2017-11-01
2017,11,Centro-Oeste,Industrial,761899,2017-11-01
2017,11,Centro-Oeste,Outros,691755,2017-11-01
2017,11,Centro-Oeste,Residencial,1021212,2017-11-01
2017,11,Centro-Oeste,Total,3107470,2017-11-01
2017,11,Nordeste,Cativo,5685408,2017-11-01
2017,11,Nordeste,Comercial,1245718,2017-11-01
2017,11,Nordeste,Industrial,1882757,2017-11-01
2017,11,Nordeste,Outros,1419198,2017-11-01
2017,11,Nordeste,Residencial,2357774,2017-11-01
2017,11,Nordeste,Total,6905448,2017-11-01
2017,11,Norte,Cativo,1798871,2017-11-01
2017,11,Norte,Comercial,427501,2017-11-01
2017,11,Norte,Industrial,1266066,2017-11-01
2017,11,Norte,Outros,420647,2017-11-01
2017,11,Norte,Residencial,851687,2017-11-01
2017,11,Norte,Total,2965901,2017-11-01
2017,11,Sudeste,Cativo,12356654,2017-11-01
2017,11,Sudeste,Comercial,3978215,2017-11-01
2017,11,Sudeste,Industrial,7737430,2017-11-01
2017,11,Sudeste,Outros,2662274,2017-11-01
2017,11,Sudeste,Residencial,5537482,2017-11-01
2017,11,Sudeste,Total,19915401,2017-11-01
2017,11,Sul,Cativo,4651528,2017-11-01
2017,11,Sul,Comercial,1207313,2017-11-01
2017,11,Sul,Industrial,2722376,2017-11-01
2017,11,Sul,Outros,1309001,2017-11-01
2017,11,Sul,Residencial,1693977,2017-11-01
2017,11,Sul,Total,6932667,2017-11-01
2017,12,Centro-Oeste,Cativo,2266707,2017-12-01
2017,12,Centro-Oeste,Comercial,602648,2017-12-01
2017,12,Centro-Oeste,Industrial,746490,2017-12-01
2017,12,Centro-Oeste,Outros,621461,2017-12-01
2017,12,Centro-Oeste,Residencial,938621,2017-12-01
2017,12,Centro-Oeste,Total,2909220,2017-12-01
2017,12,Nordeste,Cativo,5692465,2017-12-01
2017,12,Nordeste,Comercial,1271428,2017-12-01
2017,12,Nordeste,Industrial,1862948,2017-12-01
2017,12,Nordeste,Outros,1389347,2017-12-01
2017,12,Nordeste,Residencial,2378954,2017-12-01
2017,12,Nordeste,Total,6902677,2017-12-01
2017,12,Norte,Cativo,1735171,2017-12-01
2017,12,Norte,Comercial,413124,2017-12-01
2017,12,Norte,Industrial,1273070,2017-12-01
